phone_number,price
095-414-1444,99999
094-554-4555,99999
093-628-9656,99999
092-369-2456,99999
095-545-5444,99999
094-424-5999,99999
094-459-5999,99999
095-656-6999,99999
090-545-4555,99999
094-646-4242,99999
094-424-4555,99999
090-069-0069,99999
094-546-2465,99999
090-008-2000,99999
096-789-3642,99999
092-455-4656,99999
095-465-5142,99999
096-414-5999,99999
090-545-4455,99999
095-978-9895,99999
094-546-5642,99999
095-654-5456,99999
095-624-5659,99999
094-514-5655,99999
091-787-9789,99999
094-782-6514,99999
090-006-0010,99999
095-651-5645,99999
093-593-5935,99999
094-959-9956,99999
094-441-1156,99999
094-545-5415,99999
099-156-5551,99999
092-160-9999,99999
095-426-4564,99999
099-559-9565,99999
094-554-4456,99999
094-595-5545,99999
094-556-5541,99999
094-242-6363,99999
099-190-9009,99999
094-545-5914,99999
095-456-7959,99999
094-545-4641,99999
090-595-9545,99999
094-559-5455,99999
093-636-5465,99999
094-545-5563,99999
094-789-1234,99999
094-595-9545,99999
097-289-4789,99999
096-654-2465,99999
092-384-9999,99999
091-148-9999,99999
099-963-9399,99999
092-384-8888,99999
095-635-9645,99999
097-428-6666,99999
081-546-2456,99990
095-494-6559,99990
094-449-9941,99990
062-419-5519,99900
061-536-6665,99900
063-879-5636,99900
061-565-6656,99900
064-245-5456,99900
081-294-8888,99900
081-137-9999,99900
083-289-3665,99900
085-624-4565,99900
082-456-4465,99900
098-236-3289,99900
098-789-8932,99900
098-789-5538,99900
099-984-4778,99900
099-984-4796,99900
099-782-9942,99900
092-782-4565,99900
095-536-5959,99900
095-563-5995,99900
099-151-5465,99900
097-987-8987,99900
098-782-8995,99900
097-789-1555,99900
096-289-5395,99900
096-287-8959,99900
092-245-9789,99900
097-654-6666,99900
095-989-7895,99900
091-919-3535,99900
094-424-6465,99900
095-623-6365,99900
099-897-8789,99900
097-914-6666,99900
094-545-4454,99900
093-624-4565,99900
083-788-4546,99800
064-363-6363,99600
095-839-3546,99500
091-782-2454,99500
091-789-8694,99500
061-646-5646,99000
063-632-6536,99000
063-878-9995,99000
064-168-9365,99000
061-168-9356,99000
064-289-4559,99000
061-789-9689,99000
065-689-7495,99000
063-789-7896,99000
062-442-8289,99000
064-997-8989,99000
064-479-7878,99000
062-639-5999,99000
064-656-5995,99000
063-551-5515,99000
063-554-5545,99000
063-551-5551,99000
064-246-5954,99000
089-323-8888,99000
089-383-9999,99000
081-696-9669,99000
080-404-2222,99000
086-446-2222,99000
086-546-3645,99000
085-168-1234,99000
085-879-5579,99000
081-234-6675,99000
080-404-5555,99000
082-328-9559,99000
084-646-2222,99000
089-789-9985,99000
084-111-2999,99000
083-289-7896,99000
080-550-3993,99000
083-289-9956,99000
083-289-2896,99000
085-328-7878,99000
087-789-5564,99000
088-289-5545,99000
080-343-4343,99000
081-481-8888,99000
085-955-6944,99000
087-789-5636,99000
082-987-8979,99000
086-333-3363,99000
088-787-9465,99000
081-932-4444,99000
088-787-9469,99000
088-668-6686,99000
089-496-5555,99000
099-919-1191,99000
096-782-3636,99000
097-872-2222,99000
097-853-3333,99000
097-831-1111,99000
091-091-4444,99000
093-639-7888,99000
096-198-8978,99000
092-312-9999,99000
095-651-5545,99000
096-145-4665,99000
096-145-4656,99000
095-879-8989,99000
095-995-4541,99000
099-456-4546,99000
095-591-5151,99000
099-456-4665,99000
099-456-4563,99000
091-959-9545,99000
096-789-2879,99000
095-665-5954,99000
091-410-9999,99000
094-559-9514,99000
098-789-2697,99000
096-636-5365,99000
093-789-9651,99000
094-789-8988,99000
099-456-4414,99000
096-459-4789,99000
091-445-5656,99000
099-056-6664,99000
095-653-6878,99000
096-789-6262,99000
091-789-5551,99000
098-798-2659,99000
097-478-9782,99000
095-565-1414,99000
095-795-7957,99000
099-789-9624,99000
095-151-5155,99000
095-954-5544,99000
091-414-2424,99000
099-669-6966,99000
095-515-5151,99000
094-289-1414,99000
099-289-9954,99000
094-636-6939,99000
092-254-5959,99000
093-993-3939,99000
098-879-8929,99000
091-691-6916,99000
092-392-3923,99000
091-717-9917,99000
099-099-5699,99000
099-099-6599,99000
092-356-5623,99000
090-001-0004,99000
090-001-0005,99000
098-742-8954,98989
098-782-6362,98700
083-789-2454,98000
099-828-9356,96969
095-636-6414,96500
092-789-6564,96000
061-454-4554,95999
089-515-1598,95999
099-465-5459,95999
065-639-7878,95900
098-789-5938,95900
095-879-5599,95900
061-437-8888,95500
064-782-8959,95100
094-789-4596,95100
099-782-9192,95100
063-663-6365,95000
062-563-6365,95000
063-663-5366,95000
062-936-5365,95000
064-789-4539,95000
062-364-2463,95000
062-287-8289,95000
062-289-9289,95000
061-959-5151,95000
065-879-4469,95000
080-565-6365,95000
081-566-5654,95000
083-561-9999,95000
089-545-4598,95000
084-596-4566,95000
083-956-3659,95000
082-465-5556,95000
087-646-4565,95000
088-565-6655,95000
083-789-6254,95000
082-898-2892,95000
086-879-6665,95000
086-879-5553,95000
085-485-4854,95000
081-536-5959,95000
088-879-5964,95000
094-789-9592,95000
094-789-4542,95000
096-789-5559,95000
092-424-5351,95000
096-789-5955,95000
095-459-9914,95000
096-789-6836,95000
091-098-7777,95000
092-424-5469,95000
092-424-5144,95000
095-696-6464,95000
095-824-6978,95000
092-424-5446,95000
092-424-5463,95000
092-424-5153,95000
092-424-4789,95000
092-424-5423,95000
092-424-5536,95000
098-462-8888,95000
092-424-5591,95000
092-424-5419,95000
092-424-5642,95000
092-424-5519,95000
099-287-9795,95000
095-451-5544,95000
092-424-5142,95000
092-424-5141,95000
092-424-5414,95000
092-424-5441,95000
092-424-5196,95000
092-424-5366,95000
092-424-5651,95000
092-424-5324,95000
092-455-5636,95000
095-351-5656,95000
090-653-6565,95000
095-396-9995,95000
094-789-5890,95000
093-456-5454,95000
094-881-7222,95000
093-698-6695,93500
062-645-6354,92490
099-005-0505,91699
099-365-5639,91500
065-445-1551,90000
064-445-4554,90000
064-289-8998,90000
061-686-1686,90000
088-202-0202,90000
086-642-4282,90000
087-773-7773,90000
083-155-1111,90000
085-545-1455,90000
082-464-5565,90000
085-454-4544,90000
080-462-9999,90000
080-484-8484,90000
081-415-6542,90000
084-994-9449,90000
080-222-5222,90000
087-594-2542,90000
087-618-9999,90000
087-789-4642,90000
087-821-9999,90000
087-740-9999,90000
089-389-8989,90000
083-789-7789,90000
088-287-8963,90000
081-148-1148,90000
082-777-7177,90000
085-514-5455,90000
085-289-6516,90000
086-888-8897,90000
081-415-2456,90000
096-415-1555,90000
096-364-1555,90000
097-809-8888,90000
096-789-4455,90000
096-168-1668,90000
099-289-8988,90000
099-451-5999,90000
096-987-6543,90000
095-363-6936,90000
094-545-1999,90000
094-445-4544,90000
090-087-9999,90000
094-818-8216,90000
091-915-1951,90000
095-789-7987,90000
094-664-6466,90000
094-445-4454,90000
098-545-5456,90000
090-717-7214,90000
095-156-5459,90000
094-156-5641,90000
095-669-1456,90000
094-789-9988,90000
092-789-7789,90000
090-016-8881,90000
094-969-6696,90000
098-565-5445,90000
092-789-6569,90000
094-654-3210,90000
091-915-1519,90000
094-567-8956,90000
098-556-4455,90000
095-717-7214,90000
092-996-8888,90000
098-556-5454,90000
095-915-1559,90000
095-959-5952,90000
098-556-4545,90000
098-565-5544,90000
094-789-6955,90000
094-441-5414,90000
098-565-5454,90000
091-915-1591,90000
098-556-4554,90000
098-556-5151,90000
093-878-9165,90000
095-951-6655,90000
094-489-8989,90000
094-389-8989,90000
096-996-4999,90000
094-689-8989,90000
095-995-4999,90000
090-559-6565,90000
090-909-1909,90000
099-915-1599,90000
064-978-9787,89999
065-193-5656,89999
064-789-4142,89999
064-459-5656,89999
061-789-9924,89999
061-789-3542,89999
065-651-9595,89999
065-651-4456,89999
065-442-8989,89999
065-639-8965,89999
064-154-5456,89999
064-154-6456,89999
064-145-4565,89999
062-939-1919,89999
064-789-4659,89999
082-456-5545,89999
081-415-9565,89999
082-789-4635,89999
086-565-6545,89999
095-951-4656,89999
097-914-5555,89999
099-465-5454,89999
097-559-6666,89999
097-515-6666,89999
095-155-5956,89999
094-424-5365,89999
097-789-9646,89999
097-789-6624,89999
095-159-6456,89999
097-789-9664,89999
097-789-6646,89999
097-828-7959,89999
097-789-9246,89999
091-789-4939,89999
097-789-2446,89999
094-545-6551,89999
099-426-9556,89999
095-415-9542,89999
099-895-6395,89999
092-878-7951,89999
091-655-9789,89999
095-564-5415,89999
095-696-9642,89999
094-423-6656,89999
095-459-5199,89999
094-789-6544,89999
094-469-6666,89999
094-665-4665,89999
092-879-4456,89999
095-424-6645,89999
062-465-4656,89900
063-879-1419,89900
062-656-4656,89900
065-151-5665,89900
065-879-1463,89900
064-465-4456,89900
087-600-6666,89900
083-789-3687,89900
089-333-8889,89900
082-636-3656,89900
082-987-4164,89900
085-828-7899,89900
082-424-4565,89900
098-879-6642,89900
098-879-6544,89900
099-289-7835,89900
098-879-6624,89900
098-879-6256,89900
098-879-6323,89900
098-879-6324,89900
098-879-6242,89900
098-879-6350,89900
098-879-6291,89900
090-916-8168,89900
064-598-9828,89898
063-982-8982,89898
097-789-3563,89700
097-789-2324,89700
097-789-3562,89700
097-789-6514,89700
065-689-7987,89000
061-878-9995,89000
065-195-9789,89000
082-459-6565,89000
085-145-5599,89000
084-519-5454,89000
087-766-1166,89000
083-668-8881,89000
084-393-5555,89000
088-885-9360,89000
085-289-6666,89000
088-787-4269,89000
083-828-7893,89000
089-333-8899,89000
084-644-5659,89000
081-444-4468,89000
087-088-0888,89000
082-007-0007,89000
095-994-5959,89000
097-861-9999,89000
097-762-2222,89000
097-752-2222,89000
097-851-1111,89000
094-879-9878,89000
095-991-9545,89000
095-445-1455,89000
095-645-6365,89000
092-424-2545,89000
094-651-4151,89000
095-445-4551,89000
093-639-7895,89000
095-141-9156,89000
094-789-2915,89000
095-659-1551,89000
095-415-9156,89000
095-195-6541,89000
091-956-4515,89000
095-565-5414,89000
090-068-9999,89000
094-651-4241,89000
099-056-1515,89000
095-556-4541,89000
094-259-4289,89000
091-454-5665,89000
095-915-5154,89000
095-554-5414,89000
094-281-9889,89000
095-591-5551,89000
098-987-8869,89000
095-556-4514,89000
099-151-5965,89000
095-515-1551,89000
099-151-5956,89000
099-151-5624,89000
098-797-8791,89000
096-782-9245,89000
091-936-5365,89000
092-526-2526,89000
098-098-0980,89000
094-988-9898,89000
088-878-8886,88888
088-795-4553,88888
098-792-6995,88888
083-302-8888,88000
098-798-9979,88000
088-979-9978,87999
088-793-5694,87878
088-787-4478,87878
094-297-8787,87878
080-289-2424,87500
094-469-9994,87000
097-789-2419,87000
097-789-2414,87000
097-789-4551,87000
097-789-4539,87000
097-789-2451,87000
091-242-3651,86999
092-668-8668,86000
096-289-8995,85999
062-545-9555,85000
064-456-5564,85000
064-456-5546,85000
064-456-6564,85000
064-546-5546,85000
064-564-5464,85000
064-456-5464,85000
064-556-5564,85000
064-564-4546,85000
064-456-4546,85000
064-545-6546,85000
062-787-9556,85000
064-564-5646,85000
064-654-5646,85000
064-654-5546,85000
064-654-5464,85000
061-829-9955,85000
064-789-5396,85000
061-591-5656,85000
087-087-9999,85000
087-469-5656,85000
086-787-9465,85000
083-289-6663,85000
096-789-1465,85000
095-959-5542,85000
093-936-6356,85000
090-016-8585,85000
095-154-5956,85000
095-561-6556,85000
092-323-2396,85000
095-653-5599,85000
090-996-2456,85000
094-595-6444,85000
095-159-9898,85000
097-554-9999,85000
097-564-9999,85000
099-354-6538,82900
086-046-0001,82000
098-798-9989,82000
063-641-5656,80000
064-565-9955,80000
065-141-4141,80000
064-646-4141,80000
064-565-5995,80000
064-595-5151,80000
064-565-5599,80000
065-459-1551,80000
064-424-1555,80000
064-424-6555,80000
064-464-1515,80000
064-565-1555,80000
064-464-5151,80000
064-545-1551,80000
064-545-6556,80000
064-554-1515,80000
064-554-5151,80000
064-554-6555,80000
061-636-6363,80000
063-989-8998,80000
065-154-8888,80000
063-998-9889,80000
061-717-7214,80000
065-919-1959,80000
086-100-9000,80000
081-400-6000,80000
081-455-5995,80000
085-541-5999,80000
083-111-7111,80000
084-994-9444,80000
085-303-0303,80000
082-303-0303,80000
081-344-4666,80000
081-542-6541,80000
084-999-1191,80000
088-789-8995,80000
083-544-5151,80000
084-449-9494,80000
081-899-9333,80000
084-717-7214,80000
086-479-8888,80000
083-556-5566,80000
088-787-7877,80000
087-774-7774,80000
087-787-8955,80000
087-782-8954,80000
086-879-9956,80000
087-787-9556,80000
083-207-8888,80000
089-000-0060,80000
082-333-3322,80000
089-785-7777,80000
095-554-1565,80000
095-551-4156,80000
095-651-4554,80000
095-445-9951,80000
095-559-5459,80000
098-008-8000,80000
095-951-4156,80000
094-551-5999,80000
095-514-1565,80000
094-451-5999,80000
091-951-4444,80000
095-550-5000,80000
095-651-5551,80000
091-995-6555,80000
095-146-4555,80000
096-414-6555,80000
095-155-1556,80000
096-415-4555,80000
092-889-9889,80000
095-490-9555,80000
096-262-6365,80000
096-565-6568,80000
096-323-6536,80000
094-664-4644,80000
098-686-8868,80000
094-224-4424,80000
094-464-6646,80000
092-565-5655,80000
096-686-6686,80000
095-242-4646,80000
093-717-7214,80000
093-551-5565,80000
092-717-7214,80000
094-449-9949,80000
098-879-4156,80000
090-659-5959,80000
096-595-9995,80000
093-616-6212,80000
095-242-4545,80000
092-616-6212,80000
093-334-5678,80000
095-616-6212,80000
095-551-4664,80000
094-919-1515,80000
064-245-9356,79999
064-565-6554,79999
062-454-5659,79999
061-789-9442,79999
062-789-6495,79999
062-789-9635,79999
062-789-5935,79999
064-289-9399,79999
083-879-3565,79999
088-978-9554,79999
082-456-6659,79999
082-454-4563,79999
094-659-5142,79999
094-545-4654,79999
091-465-5159,79999
095-542-6515,79999
097-878-9599,79999
097-789-9249,79999
097-789-1553,79999
095-445-6515,79999
097-828-2956,79999
094-456-9356,79999
099-456-2956,79999
098-978-9536,79999
093-662-4565,79999
091-455-9156,79999
095-696-9641,79999
096-646-6365,79999
099-393-9293,79999
094-289-6289,79999
095-456-4563,79999
095-654-6563,79999
099-949-5399,79999
095-956-5954,79999
093-639-4559,79999
096-454-5424,79999
063-959-5599,79900
061-982-8249,79900
063-539-7888,79900
062-789-3663,79900
061-878-2878,79900
065-879-6641,79900
061-828-7895,79900
063-651-5456,79900
064-445-5455,79900
085-879-3951,79900
082-987-4469,79900
082-982-9829,79900
089-333-3322,79900
085-878-7469,79900
093-993-6651,79900
095-328-9424,79900
094-598-2879,79900
091-414-4242,79900
097-197-1971,79900
091-414-6363,79900
091-414-1919,79900
091-414-5959,79900
096-789-6165,79900
097-429-5555,79900
096-287-9428,79900
096-289-1542,79900
092-456-2665,79900
097-542-6666,79900
098-636-6363,79900
099-245-5156,79900
094-282-4556,79900
094-424-4554,79900
062-364-5463,79000
062-727-2222,79000
089-316-9999,79000
081-634-7777,79000
086-333-3343,79000
086-333-3353,79000
086-333-3373,79000
086-333-3393,79000
086-333-3323,79000
097-743-3333,79000
097-802-2222,79000
097-801-1111,79000
091-915-5915,79000
090-546-6555,79000
094-879-9788,79000
095-363-5665,79000
095-395-6565,79000
095-596-1414,79000
095-395-5656,79000
095-393-6363,79000
094-282-6154,79000
095-651-9556,79000
093-998-9998,79000
062-478-9598,78999
064-287-8987,78987
064-287-8915,78915
061-539-5465,78900
061-565-1956,78900
061-565-1965,78900
062-645-6654,78900
064-928-9639,78900
088-879-8941,78900
085-879-6229,78900
085-879-2469,78900
088-879-9788,78900
084-987-4241,78900
096-789-6936,78900
096-789-2987,78900
097-987-8962,78900
097-987-8964,78900
097-987-8995,78900
097-987-8982,78900
097-987-9636,78900
098-789-1787,78888
088-793-6478,78787
088-796-9447,78787
